400.00000	3701.0000	
400.59821	3788.3809	
401.19641	3832.9717	
401.79462	3974.6479	
402.39282	4001.8154	
402.99103	4119.9995	
403.58923	4063.8743	
404.18744	4178.7002	
404.78564	4105.5054	
405.38385	4348.7939	
405.98206	4361.0645	
406.58026	4550.9102	
407.17847	4496.3208	
407.77667	4508.3408	
408.37488	4701.2690	
408.97308	4768.4009	
409.57129	4757.5825	
410.16949	4720.1016	
410.76770	4891.9985	
411.36591	5130.8569	
411.96411	4821.0913	
412.56232	5082.3599	
413.16052	5202.3501	
413.75873	5353.0093	
414.35693	5191.4321	
414.95514	5457.5444	
415.55334	5438.5854	
416.15155	5602.8442	
416.74976	5676.8467	
417.34796	5780.7935	
417.94617	5882.9487	
418.54437	6054.8872	
419.14258	6225.5137	
419.74078	6289.1636	
420.33899	6512.9033	
420.93719	6658.3340	
421.53540	6800.5195	
422.13361	6879.2837	
422.73181	7163.7764	
423.33002	7360.1943	
423.92822	7458.9253	
424.52643	7718.7310	
425.12463	7849.6313	
425.72284	8058.4341	
426.32104	8378.3564	
426.91925	8801.5645	
427.51746	8817.3828	
428.11566	9066.5781	
428.71387	9475.7207	
429.31207	9540.2148	
429.91028	9886.6826	
430.50848	10060.130	
431.10669	10450.312	
431.70490	10572.160	
432.30310	10980.695	
432.90131	11038.697	
433.49951	11226.742	
434.09772	11677.305	
434.69592	11913.217	
435.29413	12122.254	
435.89233	12550.519	
436.49054	12942.722	
437.08875	13251.421	
437.68695	13386.769	
438.28516	13498.590	
438.88336	13842.968	
439.48157	13986.982	
440.07977	14553.643	
440.67798	14820.323	
441.27618	15462.096	
441.87439	15711.863	
442.47260	16211.035	
443.07080	16597.533	
443.66901	17060.479	
444.26721	17475.496	
444.86542	17976.184	
445.46362	18567.160	
446.06183	19007.021	
446.66003	19599.637	
447.25824	20076.230	
447.85645	20616.113	
448.45465	21308.062	
449.05286	21901.623	
449.65106	22449.225	
450.24927	23180.289	
450.84744	24219.170	
451.44565	24749.857	
452.04385	25595.193	
452.64206	26052.410	
453.24026	26769.111	
453.83847	27326.664	
454.43668	27889.166	
455.03488	28494.750	
455.63309	29045.188	
456.23129	29496.193	
456.82950	30169.596	
457.42770	30676.051	
458.02591	31417.939	
458.62411	31993.811	
459.22232	32681.820	
459.82053	33204.633	
460.41873	33782.258	
461.01694	34641.711	
461.61514	35411.227	
462.21335	36053.762	
462.81155	36641.738	
463.40976	37522.027	
464.00797	38182.285	
464.60617	38936.438	
465.20438	40099.734	
465.80258	41169.855	
466.40079	42329.914	
466.99899	43886.672	
467.59720	45054.109	
468.19540	46596.855	
468.79361	47882.059	
469.39182	49144.828	
469.99002	50891.152	
470.58823	52520.012	
471.18643	54002.887	
471.78464	56069.188	
472.38284	57748.570	
472.98105	59499.371	
473.57925	61197.492	
474.17746	62612.094	
474.77567	64597.625	
475.37387	65898.789	
475.97208	67713.562	
476.57028	69294.281	
477.16849	70416.008	
477.76669	71817.297	
478.36490	73350.359	
478.96310	74781.156	
479.56131	76176.836	
480.15952	77353.680	
480.75772	78846.953	
481.35593	80163.625	
481.95413	81735.727	
482.55234	83259.781	
483.15054	85008.156	
483.74875	86033.641	
484.34695	87846.695	
484.94516	89119.266	
485.54337	91289.422	
486.14157	93053.781	
486.73978	94931.156	
487.33798	97050.633	
487.93619	99158.602	
488.53439	101479.7	
489.13260	103448.71	
489.73080	105546.37	
490.32901	107895.59	
490.92722	109758.3	
491.52542	112479.76	
492.12363	115081.66	
492.72183	117603.36	
493.32004	120165.51	
493.91824	122922.3	
494.51645	126003.78	
495.11465	128393.7	
495.71286	130810.02	
496.31107	133820.03	
496.90927	136873.84	
497.50748	139369.3	
498.10568	142176.31	
498.70389	145102.64	
499.30209	147794	
499.90030	150188.28	
500.49850	152280.33	
501.09671	154537.73	
501.69492	156575.25	
502.29312	158647.06	
502.89133	160111.44	
503.48953	161586.03	
504.08774	163433.62	
504.68594	164918.59	
505.28415	166526.98	
505.88235	167985.09	
506.48056	169760.48	
507.07877	171300.98	
507.67697	173125.83	
508.27518	174600.27	
508.87338	176455.91	
509.47159	177440.19	
510.06979	179195.81	
510.66800	179556.72	
511.26620	180180.12	
511.86441	181314.81	
512.46259	182606.08	
513.06079	184302.61	
513.65900	186761.53	
514.25720	188712.84	
514.85541	191381.56	
515.45361	193857.08	
516.05182	196728.14	
516.65002	199005.08	
517.24823	202239.95	
517.84644	204863.03	
518.44464	207964.03	
519.04285	210554.89	
519.64105	213794.14	
520.23926	216824.02	
520.83746	219889.61	
521.43567	222394.5	
522.03387	224534.78	
522.63208	226680.58	
523.23029	229686.03	
523.82849	232689.08	
524.42670	236311.56	
525.02490	239240.12	
525.62311	243139.56	
526.22131	245981.11	
526.81952	249726.36	
527.41772	253203.98	
528.01593	257163.27	
528.61414	261841.53	
529.21234	266263.16	
529.81055	270715.22	
530.40875	274598.25	
531.00696	278600.56	
531.60516	281414.69	
532.20337	286213.31	
532.80157	289571.03	
533.39978	292384.94	
533.99799	296333.47	
534.59619	299992.62	
535.19440	302802	
535.79260	306006.03	
536.39081	308321.25	
536.98901	311205.28	
537.58722	313893.41	
538.18542	317257.59	
538.78363	320016.03	
539.38184	324673.19	
539.98004	327074.75	
540.57825	330748.91	
541.17645	334029.38	
541.77466	337580.78	
542.37286	340528.47	
542.97107	343130.47	
543.56927	345939.47	
544.16748	349158.12	
544.76569	353802.38	
545.36389	357584.62	
545.96210	361823.28	
546.56030	365441.56	
547.15851	368830.47	
547.75671	373155.41	
548.35492	377485.16	
548.95312	382765.19	
549.55133	387778.59	
550.14954	394029.78	
550.74774	400135.41	
551.34595	405700.25	
551.94415	411528.62	
552.54236	417068.09	
553.14056	424108.09	
553.73877	431521.62	
554.33698	438267.5	
554.93518	446409.78	
555.53339	455740.72	
556.13159	462625.5	
556.72980	470931.12	
557.32800	478793.41	
557.92621	484851.25	
558.52441	492632.06	
559.12262	500964	
559.72083	508416.31	
560.31903	516606.62	
560.91724	522907.12	
561.51544	530907.19	
562.11365	540596.06	
562.71185	547828.25	
563.31006	552514.94	
563.90826	558650.56	
564.50647	563814.75	
565.10468	569203.31	
565.70288	572493.25	
566.30109	576197	
566.89929	580053.62	
567.49750	582700.44	
568.09570	583484.88	
568.69391	582816.5	
569.29211	586778.31	
569.89032	590115.06	
570.48853	593487.06	
571.08673	596997.44	
571.68494	601021.5	
572.28314	605388.81	
572.88135	607294.06	
573.47955	612271.94	
574.07776	615892.88	
574.67596	621854.19	
575.27417	625851.44	
575.87238	630364.94	
576.47058	634067.5	
577.06879	637194	
577.66699	640484.19	
578.26520	644567.06	
578.86340	649450.25	
579.46161	652954.12	
580.05981	657823	
580.65802	660290.81	
581.25623	663290.88	
581.85443	666277	
582.45264	670806.44	
583.05084	676255.75	
583.64905	681148.81	
584.24725	684881.88	
584.84546	688332.5	
585.44366	691935.31	
586.04187	695982.25	
586.64008	700409	
587.23828	706969.38	
587.83649	711673.88	
588.43469	716229.06	
589.03290	719586.06	
589.63110	721616.81	
590.22931	724665.88	
590.82751	729770.38	
591.42572	734292.69	
592.02393	740356.56	
592.62213	743454.88	
593.22034	749882.81	
593.81854	753877.69	
594.41675	759390	
595.01495	764920.81	
595.61316	773085.19	
596.21136	780874.69	
596.80957	787989	
597.40778	793670.94	
598.00598	798821.44	
598.60419	804114.5	
599.20239	809705.94	
599.80060	813327.94	
600.39880	816789.44	
600.99701	820232.25	
601.59521	823304.5	
602.19342	826054.81	
602.79163	829430.62	
603.38983	832627.38	
603.98804	836677.62	
604.58624	840391.19	
605.18445	843844	
605.78265	846344.25	
606.38086	849394.31	
606.97906	854371.69	
607.57727	858852.81	
608.17548	864225.12	
608.77368	869560.62	
609.37189	873160.44	
609.97009	877328.44	
610.56830	881775.31	
611.16650	886235.88	
611.76471	890707.81	
612.36292	894703.44	
612.96112	899409.81	
613.55933	902956.94	
614.15753	904536.75	
614.75574	909365.19	
615.35394	909896.12	
615.95215	914545.69	
616.55035	913452.31	
617.14856	912121.19	
617.74677	909879.62	
618.34497	910634.94	
618.94318	908476.25	
619.54138	904334.44	
620.13959	902999.69	
620.73779	898925.19	
621.33600	897665.38	
621.93420	893164	
622.53241	890561.81	
623.13062	886569.56	
623.72882	884967.94	
624.32703	882627.25	
624.92523	881271	
625.52344	880555.81	
626.12164	879391.62	
626.71985	880578.5	
627.31805	880178.62	
627.91626	882265.75	
628.51447	881451.62	
629.11267	884899.56	
629.71088	886238.44	
630.30908	890718.12	
630.90729	893223.94	
631.50549	897410.94	
632.10370	901942	
632.70190	908622.69	
633.30011	912852.94	
633.89832	919730.25	
634.49652	927463.06	
635.09473	934778	
635.69293	941633.06	
636.29114	948177.69	
636.88934	959133	
637.48755	965671.06	
638.08575	976118.62	
638.68396	984918.06	
639.28217	996190.44	
639.88037	1006657.1	
640.47858	1016396.7	
641.07678	1024632.9	
641.67499	1031260.2	
642.27319	1043967.1	
642.87140	1052069.8	
643.46960	1064059.1	
644.06781	1070671.8	
644.66602	1078969.5	
645.26422	1090875.2	
645.86243	1103319.6	
646.46063	1108075	
647.05884	1113603.2	
647.65704	1120917.1	
648.25525	1127739.1	
648.85345	1130931.6	
649.45166	1142403.5	
650.04987	1145251.5	
650.64807	1150605.8	
651.24628	1151728.6	
651.84448	1150044.5	
652.44269	1151499.1	
